1000000 100000
1 956780 -622229414
1 830498 107115407
1 771009 -401484013
1 908788 368881495
1 756533 -39005980
1 243822 367779334
1 693337 666077463
1 546827 233314371
1 145260 186465730
1 998968 830845139
1 102587 34532186
1 355474 -3674326
2 10028 692116
1 300716 -995461378
1 907517 -402734866
1 688731 -792806031
1 929185 -605048455
1 459050 -141545300
1 445179 -407729401
1 47832 818567769
1 69215 929018593
2 120682 371656
2 631686 672767
1 525419 -682647219
1 150978 -28258621
1 237247 649461224
1 95628 -727212484
1 622844 -93393347
1 896289 -176113791
2 865281 889535
1 416471 282884465
2 546064 600197
1 276806 385203719
1 320866 -20250518
1 261112 -712876743
2 385044 521348
1 599166 292497191
2 64491 514928
1 557733 -921154352
1 167247 -259872980
1 625736 980053391
1 127344 -770036720
1 555946 846494349
1 347098 -453986248
2 94943 221633
2 242633 478306
1 256361 417508721
1 737557 669648890
2 590196 592908
1 453987 -284535276
1 173652 160391235
1 212307 273568564
1 711703 200883854
1 674931 -733866969
2 150452 203720
1 222408 -743761995
1 150432 731304687
1 392405 -615098429
1 288125 884110748
2 476398 979532
2 203750 717013
1 410527 -251613736
1 11776 -643027755
1 502747 -432806392
1 766921 765596900
2 599689 673651
1 463809 -876458817
1 440723 -783028683
1 948422 -272160944
2 84615 791008
1 916861 -343804756
1 69426 827741971
1 905520 936552838
1 447368 -966065293
1 445877 -940713954
2 74534 142064
2 448935 944906
1 412859 849395541
2 8321 539821
1 257708 -128641113
1 286371 892549189
1 98534 -193397193
1 420954 318279447
1 83950 -263394206
1 57262 -214104774
1 476624 205452214
2 110550 978586
1 605174 764558792
1 463595 738920813
1 274010 -729459367
1 861977 416107796
1 318459 -727337120
1 295568 -58682660
1 425489 -704826037
2 90464 184568
1 479541 213019158
1 136736 -681326297
1 12711 -265226636
2 324303 611375
1 373870 425988577
2 128087 591997
2 214955 459857
1 276007 -138660154
1 59849 292875601
1 736076 358647139
1 70361 -837054385
1 102472 -798275878
2 801453 817144
1 570970 -457524238
1 921038 -496731500
2 281260 950514
1 213370 137734723
1 925537 457552980
1 968141 309934425
1 316986 497758880
2 239195 847214
1 485960 -527673432
1 432328 829396137
2 423236 557187
1 876610 -727534922
1 86517 -353139504
2 182351 450838
1 48660 970856013
1 318892 -640794869
2 208530 388840
1 898110 125167582
1 182189 914936894
1 971705 7825648
1 226685 989313398
1 145365 594748337
1 147593 -707526022
1 693978 -964656457
2 317700 860246
1 724252 -496006574
1 672625 -220150785
1 322512 446811615
2 477296 666864
1 469474 -691097656
2 831495 999805
1 954871 512729536
1 840161 812505420
1 394181 582717927
1 633305 -729558837
2 604361 745322
2 661432 787484
1 559266 788876886
2 316904 869152
2 60561 764968
1 742707 480974034
1 917168 245985440
1 318907 824800963
2 126664 862447
1 486903 -851748780
1 120835 -257851668
1 745220 -146320323
1 480821 -192297155
1 317762 -333557437
1 536175 423753818
2 36694 746516
1 383558 -806078489
2 376074 720508
1 905647 357207247
1 490099 786839411
2 42538 957078
1 35536 -962379954
2 439566 878858
1 322215 204356140
1 946083 756466935
1 305730 -182648458
1 845809 348599269
1 537489 97926000
1 159986 279272080
2 40631 987796
1 560057 976769866
1 738889 86624454
1 925607 -487978486
1 467627 -429897336
2 79989 537292
1 664949 -970837253
1 351445 -803736261
2 327502 814620
1 820429 372946438
1 170596 -653018805
1 159233 -97052220
1 381338 -959513831
1 722936 -670812612
2 80026 83294
1 18912 304911870
1 842415 670496869
2 186098 582731
1 817266 399957371
1 719521 873561821
1 987190 694757231
1 772471 781829771
1 568723 -868335111
1 491077 772696009
1 73126 -335267816
1 299701 208911078
2 636710 667856
1 868789 -823674849
1 596348 -415553657
2 109273 944331
2 420538 850347
1 894325 961256041
1 831329 -525800659
1 265236 309550803
1 266500 -801228273
1 176010 601328917
1 505244 -914662399
1 923195 -8689823
1 708069 -235988722
1 391699 123177696
1 947468 266882961
1 270742 -59588913
1 43861 260903578
1 952787 41593146
2 11976 724796
2 592468 626043
2 118376 321292
2 102840 505121
1 728563 339464468
1 419538 -234356510
1 198934 657871138
1 15154 -780191928
1 852872 991932456
1 480568 505765693
1 716194 59402633
1 550034 -695995869
1 548446 413399674
1 609816 -467855437
2 590607 811492
1 167348 387231756
1 98628 -265539321
2 345230 611335
1 552639 839640549
1 413760 439829494
1 688167 784247651
2 57275 834520
2 33801 435773
2 136167 721345
1 914298 -107678430
1 23592 -663412143
1 488327 476299131
1 780723 -496862819
2 660104 824380
1 669959 579671335
1 410822 428379288
1 591088 -81546385
1 759638 -316572079
2 218179 388876
1 142753 -726155842
1 909028 142816508
1 681932 -740258238
1 842345 57328784
1 201317 -260308685
1 831186 -674919872
1 947998 112209666
1 779953 -513816824
1 348839 383907660
2 150375 870492
1 719147 758372049
1 228718 887217999
1 450908 806822449
1 163774 -60519100
1 910725 133554617
1 942832 -929730237
1 328664 948119752
1 499446 -590357949
1 442189 818251469
1 126274 -801094599
1 856864 -600187683
1 709108 774057163
1 381869 307849511
2 184086 383016
1 236887 432553396
2 782433 892770
1 379510 -602018054
2 945726 974610
1 668771 917918853
1 187564 -60211636
1 764057 205910043
2 611128 974015
1 520096 -367047043
2 581724 936452
1 135356 -632200528
1 490342 -685535711
1 447570 -395738524
2 165982 461627
1 164363 156821358
2 46135 818121
1 305347 -562817806
1 486385 -209804695
2 784382 979551
1 737552 -39724897
1 802586 41920472
1 106423 169652249
2 48933 714099
1 482099 -698062048
1 535996 555014855
1 190198 314709594
1 850438 -190365582
1 461824 552325323
1 55164 -874009998
1 523824 530461736
1 159766 485501285
1 928738 -139333203
1 743426 342294441
1 620531 302199991
1 713065 -365997928
1 661230 766278712
1 60882 562604297
1 263569 594475276
1 169722 -179773610
1 784658 -960795215
1 574835 353981837
2 116381 932269
1 344063 -300878679
1 868022 -418679578
1 448642 158051341
2 563232 991214
1 620670 922387593
1 565270 446692013
1 622807 -400552221
1 631784 593096659
1 194043 614674565
1 677341 -927032749
1 103834 478675896
1 8114 194876331
1 859647 -567115940
2 84374 730225
2 8926 747978
1 188580 -494680640
1 468356 -716416667
1 23245 727856093
2 177215 449406
2 97075 172196
1 798035 -796613016
1 596385 432717699
1 632178 669893395
1 827471 -676302472
1 759238 20826614
1 47329 -382852034
1 249659 731904443
1 194312 603679899
1 661203 -961206186
1 843434 49132592
1 515436 -560853593
1 778874 -271790438
1 423296 668167309
1 550117 122427209
1 558744 -904809421
1 560140 666544600
2 452923 803145
1 245751 601963124
1 524514 -867337518
1 491306 -871531511
1 587393 113273727
1 866411 657148153
1 718552 -113413245
2 418044 712534
1 757466 -8877143
1 744118 317927375
2 90241 321646
1 78239 -418360857
2 260631 792766
1 448845 621430276
1 468718 290524240
1 879756 -22196511
1 104789 -615914298
1 528353 943402039
1 534688 -196627384
2 309761 891284
1 513843 -936479192
1 878814 802727389
1 233679 -519640025
1 879012 -523705101
2 443102 464249
1 300486 709159946
1 279548 136069220
1 876215 -326405581
1 238991 -982628669
2 238563 857433
1 637857 -581883329
2 275768 598914
1 13943 -446498346
2 560634 568783
2 240995 723132
1 404805 18423169
1 125855 699586668
1 205774 394554703
2 820183 852777
1 48815 -159846242
1 766755 -91036967
1 192746 41916642
1 2245 -229782120
2 64711 677617
2 186137 828521
1 989580 168994004
1 552770 -221338226
1 511441 -771592448
1 464620 302658567
1 667251 -762822203
1 715922 762587056
1 129588 420446597
1 521710 -518008931
1 449508 943439622
1 691682 785041519
1 962252 828821590
1 978667 456312785
1 57700 470835147
1 460348 231633262
1 60688 -216461428
1 751251 819098410
2 463369 988020
1 47024 266128837
1 909829 -307655474
2 98910 927607
2 255643 830728
2 188546 963793
1 300343 -175175537
1 754371 -106270916
1 659587 286542587
2 211406 268900
1 633451 -621148052
1 227155 -707254090
2 135797 822646
2 232882 324813
2 501563 858731
2 370646 477684
1 472915 141328154
1 935428 -263553747
1 457065 -678668168
1 71009 421666436
2 443253 807423
1 905864 -462249494
1 416541 -174795489
1 201039 -439115558
1 632698 591747910
1 897448 756569305
1 670543 491062521
1 82774 -355932819
1 495763 772190665
1 723664 -854453024
1 414084 407984784
1 469222 835454857
1 533831 817349721
2 515473 649646
1 309469 69753690
1 498916 107584877
2 98487 499180
1 391593 825087055
1 127121 -190352756
1 102317 874962626
1 347155 -67957066
1 475739 713546199
1 83650 -349203761
1 301488 743179988
2 776194 889580
2 360104 478634
1 506467 853312581
1 838294 -294050349
1 379793 143784206
2 211380 303677
1 187068 522097254
1 60685 -349077146
1 270203 673228264
2 5048 872020
1 69734 -416060152
1 961145 770557032
2 674549 886040
1 276947 312585469
1 878442 -353895581
2 109045 647561
1 434165 -285636581
1 881626 522179292
1 32810 460771437
1 440026 286499615
2 195951 543305
1 730618 -969890424
1 774560 340165770
1 857535 -934625585
1 974667 16780410
1 188315 127664765
1 537514 447158896
1 173955 -410052193
2 457802 752616
1 14621 804732534
1 492486 -348183794
2 119729 733245
2 225259 310708
1 84699 -665270284
1 28939 163817829
1 244976 537286581
1 86702 437344184
1 673845 -876128515
2 59929 197109
1 898810 -94082583
2 421636 546402
1 449709 -937255248
1 800720 -732662146
1 498242 -633779905
2 151402 182514
1 924337 -140222177
1 232773 -49850701
2 319663 386205
1 469198 894527540
1 807721 30171117
1 591523 577416420
1 856898 520969818
2 14804 380971
2 405788 565867
1 220411 887976166
1 119975 321617986
1 329752 -917397021
2 649121 868156
2 9219 562704
1 494876 106005487
1 789980 564216838
2 300981 302973
1 533221 -574805558
2 475983 848597
1 385865 17662811
1 145769 511312707
1 424808 -75491704
1 908140 -664441772
1 786187 -553749669
1 354195 -706205530
1 231065 994991624
1 751492 857323191
1 596104 -670846924
2 375242 562524
1 98354 -608294512
2 266400 581311
1 287621 -909914401
1 878042 -875858580
1 783894 400609909
1 833775 -570022081
1 916451 536520324
1 56994 -48124437
1 440137 -423102168
2 307955 947018
1 757482 -877439652
1 183057 242633481
1 187993 -683429371
1 788520 759323085
2 19966 552982
1 363075 -592412821
1 577519 -925668611
1 300768 -346118391
1 697653 753859538
2 741215 908044
1 940919 -838647030
1 852930 -665223003
1 359770 348914381
1 714800 526385577
2 510059 981146
1 802011 132501934
1 887628 -23052595
1 985989 -271177888
1 703580 -680352314
1 759552 -943502452
1 880242 39997930
1 294852 648488891
2 131832 375961
1 98220 -835790735
1 687662 -425606992
1 195987 -926207427
1 82864 626588145
1 799159 195609805
1 464881 -866884809
1 834024 -845835261
2 310580 595261
1 524583 146844642
1 993196 357606076
2 581308 666884
2 143040 391324
2 132531 706225
1 264367 -862464030
2 68118 734734
1 953307 802849669
1 128595 -722048629
1 798965 -213336694
2 92473 243366
1 910518 635190479
1 81495 -665956053
1 702751 310709802
1 596975 -341098205
2 568942 782782
1 846496 -805998685
2 164726 171639
1 132077 -832065610
2 742877 850868
1 187269 290141554
1 179282 -775810320
1 778591 -274033590
2 820093 964098
1 288992 -159389275
2 52384 327547
2 150214 861058
1 136418 -339163041
1 917046 475208555
1 318979 136744212
2 743349 759469
1 882450 34584064
1 852327 -833371447
1 573722 530304697
1 166971 -350414982
1 349799 971164567
1 274051 -10855394
1 961898 359519678
1 511424 -562209702
1 774293 537703522
1 427982 656887943
2 607546 877407
1 173333 269966336
2 386452 408379
1 524653 923528065
1 544609 -102312262
1 733431 -824004189
1 204571 -915974094
1 464165 741142334
1 360171 991083829
1 183216 144876819
1 645262 5631359
1 805454 -714839394
1 916148 39612489
2 178927 974523
1 42245 618858302
1 402841 710136278
1 325354 -811957903
1 231298 -490927919
1 427179 847305924
2 408436 746819
1 81077 -968937753
1 879442 -860165030
1 62964 512691600
1 904004 446738688
1 656686 -978930468
2 802799 810957
1 956896 783514389
2 318397 924512
1 162517 -681807221
1 813517 609027817
1 532716 -718992015
1 322319 838904243
1 324423 773125875
1 550782 -364416028
2 304797 649968
2 615145 829492
2 460426 497249
1 756447 219249425
2 91583 903179
1 87879 -410893366
1 848027 341417943
1 270104 645777799
1 441099 -297931085
1 255204 510845312
2 35366 359179
1 37885 18482365
2 145120 456071
1 341669 834291863
2 300227 564745
1 254104 -15862524
1 994446 -824600739
1 127631 882983899
1 410596 -859449747
1 977047 556837576
1 481123 -340402735
2 270112 924778
1 964271 -885056423
1 165839 -388096947
1 224661 102371003
1 255099 -639911003
1 145828 -324571852
1 293805 464809325
1 561873 -782510278
1 802997 770615768
2 101374 831239
1 285346 -283067463
1 234665 406526019
1 173188 814311477
1 948036 897288695
1 97928 280614279
1 198567 320503526
1 439178 -910899381
1 286413 273448966
1 72764 182451598
1 290469 446745799
2 385132 479438
1 107721 611459004
1 342300 519172916
1 793477 854210879
1 737836 -663973014
1 874703 -598405474
1 675856 -498272518
1 936078 -689769245
1 209919 -933775641
1 503943 -661468503
1 697346 -706804108
1 753157 -479796818
1 94863 -839903036
1 759739 263704246
1 713021 47276761
1 651246 -353006544
2 263466 297093
1 112165 757707910
1 983516 480030789
1 409791 -494065486
2 323128 656055
1 331208 -398026149
2 120577 193949
1 600837 -438951397
2 57457 710342
2 48237 490652
1 322491 -449257509
1 886128 446447352
1 525885 51782469
1 276702 502462702
1 326634 -357465870
2 74029 816678
1 135284 -862850153
1 761697 -455751876
1 82268 -257134111
1 484102 -2584568
1 935683 -466279924
1 272631 818547273
1 279132 -63266848
2 243337 823087
1 242255 399057564
2 872440 970923
2 180281 360538
2 551080 565011
1 797770 266451365
1 679550 -317255460
1 199043 -952470301
1 58794 -114676766
1 958893 -786361450
1 976329 -785099412
1 964641 228411744
1 315622 628137948
1 572351 -185329199
1 928448 -944910064
1 654439 -881932877
2 810079 964092
1 598009 -247858762
2 59936 452890
1 928347 175425775
2 727898 787587
1 435229 469568724
2 2333 478724
1 933282 780743745
1 990222 -235902122
1 114092 -767303968
1 67575 730336677
2 383270 972101
2 28654 717280
1 392744 -795245036
1 847262 -586131931
1 297087 768398710
1 458941 -858051679
1 12527 -521496674
1 37332 -854751881
1 688338 -119740753
2 167395 211423
1 267721 -388504152
1 756701 -941176887
1 465091 -706174607
2 130917 598187
1 453130 385718242
1 962858 -72984385
1 567990 652164007
2 173248 279131
1 142029 -723125243
1 276629 -782828968
1 81310 798120918
1 840828 822728913
1 762444 555689826
1 966363 -878165599
1 794867 -769836335
1 519298 -530084229
1 29780 -359510966
2 380685 555632
1 952397 224467443
2 391870 809620
2 59469 262792
1 136269 -467951175
2 78846 857771
1 211859 159801934
1 642869 347900754
2 300938 341930
1 678909 -545628414
2 238736 669409
1 692129 808021881
1 273903 -250190696
1 983806 -616551257
1 993477 603477526
1 894842 -9060700
2 168542 601371
1 356492 705326049
2 413654 728985
1 552754 -228938139
1 182981 479517117
1 489834 -684364652
1 661812 428308389
1 884372 195718258
1 392528 -321435554
1 466551 344385965
1 63361 -149258207
2 93842 869056
2 252235 477209
1 313714 -816538554
1 934002 801330255
1 981049 767193723
2 145918 157070
2 443468 871754
2 71269 736275
2 833483 876817
2 546133 995390
1 749741 -136160404
1 386104 844678990
2 157595 662310
1 742945 -614828951
1 382336 -265436852
1 185753 375666920
1 290306 -885313216
1 963573 895587124
1 83117 -572250487
1 978429 -295711519
1 146115 -239217480
2 553659 602250
1 391422 -565961332
1 439679 769541090
2 589441 959009
1 872533 -586507854
1 452324 169285905
1 277011 -573523998
1 373219 -404807660
2 195327 918374
1 23470 -703529386
1 203024 -581407223
1 504737 374834897
2 35224 880936
1 564736 -44591106
1 704221 734137932
2 191745 904062
1 938727 837913725
1 679048 -258255963
2 70845 262083
1 36880 -534572589
1 314277 976773821
1 347752 143364916
2 559698 803098
2 678115 824234
1 803244 -422974777
1 227058 -912216935
2 245104 719015
2 960868 988063
1 856544 -304963065
1 940723 320365641
1 828654 403842789
1 489781 -340576848
1 445951 672426766
2 933017 981806
1 561196 857069716
1 944252 36551100
1 815008 632853830
2 640012 902620
2 389379 650121
2 464151 987306
1 978232 -555841573
1 359294 -311548561
1 227318 -279018399
1 950275 -871264511
1 516606 184713909
1 822664 921240988
2 7851 108967
2 65554 133357
2 399879 810684
2 137536 730298
1 941823 258603153
1 159251 -526829210
1 546986 111880741
2 751878 966101
2 343235 403424
2 209683 326667
2 682100 806107
2 304891 878189
2 335539 896053
2 292032 693792
1 78 -8474053
2 294459 725138
1 84769 936897991
1 816749 -653486687
2 61401 271524
1 916579 -96961246
1 651952 772392556
1 240464 533836554
1 992763 -352964909
1 744816 544577077
1 281789 529565181
2 294835 311442
2 585012 767178
2 510132 537868
1 136012 638733710
1 976267 518232656
1 205448 894319364
1 264976 564391856
1 854274 -7839366
1 646595 547456612
1 718495 -926744479
